2025-01-23 08:31:16,San Francisco,29\u00baC
2025-01-23 08:31:17,San Francisco,30\u00baC
2025-01-23 08:31:18,Rome,22\u00baC
2025-01-23 08:31:19,Rome,31\u00baC
2025-01-23 08:31:20,Rome,24\u00baC
2025-01-23 08:31:21,San Francisco,26\u00baC
2025-01-23 08:31:22,Bangalore,32\u00baC
2025-01-23 08:31:23,Mumbai,29\u00baC
2025-01-23 08:31:24,Rome,25\u00baC
2025-01-23 10:03:17,NYC,18\u00baC
2025-01-23 10:03:18,NYC,20\u00baC
2025-01-23 10:03:19,LA,28\u00baC
2025-01-23 10:03:20,NYC,27\u00baC
2025-01-23 10:03:21,London,29\u00baC
2025-01-23 10:03:22,NYC,26\u00baC
2025-01-23 10:03:23,LA,20\u00baC
2025-01-23 10:03:24,London,19\u00baC
2025-01-23 10:03:25,Cochin,28\u00baC
2025-01-23 10:03:26,NYC,23\u00baC
2025-01-23 10:47:18,Pittsburgh,26\u00baC
2025-01-23 10:47:19,Pittsburgh,27\u00baC
2025-01-23 10:47:20,Boston,30\u00baC
2025-01-23 10:47:21,Moline,24\u00baC
2025-01-23 10:47:22,Mumbai,18\u00baC
2025-01-23 10:47:23,Boston,29\u00baC
2025-01-23 10:47:24,Chicago,19\u00baC
2025-01-23 10:47:25,Chicago,24\u00baC
2025-01-23 10:47:26,Mumbai,19\u00baC
2025-01-23 10:47:27,Mumbai,31\u00baC
2025-01-23 12:53:26,Austin,31\u00baC
2025-01-23 12:53:27,Fort Worth,19\u00baC
2025-01-23 12:53:28,Austin,27\u00baC
2025-01-23 12:53:29,Fort Worth,31\u00baC
2025-01-23 12:53:30,Columbus,18\u00baC
2025-01-23 12:53:31,Pittsburgh,23\u00baC
2025-01-23 12:53:32,Pittsburgh,30\u00baC
2025-01-23 12:53:33,Austin,30\u00baC
2025-01-23 12:53:34,Fort Worth,29\u00baC
2025-01-23 12:53:35,Pittsburgh,22\u00baC
2025-01-23 13:03:54,London,22\u00baC
2025-01-23 13:03:55,Tokyo,22\u00baC
2025-01-23 13:03:56,Pittsburgh,32\u00baC
2025-01-23 13:03:57,London,18\u00baC
2025-01-23 13:03:58,Tokyo,31\u00baC
2025-01-23 13:03:59,Bangalore,19\u00baC
2025-01-23 13:04:00,London,24\u00baC
2025-01-23 13:04:01,Pittsburgh,28\u00baC
2025-01-23 13:04:02,Tokyo,22\u00baC
2025-01-23 13:04:03,Pittsburgh,27\u00baC
2025-01-23 13:07:43,Pittsburgh,29\u00baC
2025-01-23 13:07:44,Pittsburgh,26\u00baC
2025-01-23 13:07:45,Pittsburgh,24\u00baC
2025-01-23 13:07:46,Pittsburgh,27\u00baC
2025-01-23 13:07:47,Columbus,27\u00baC
2025-01-23 13:07:48,Columbus,20\u00baC
2025-01-23 13:07:49,Austin,30\u00baC
2025-01-23 13:07:50,Columbus,29\u00baC
2025-01-23 13:07:51,Columbus,20\u00baC
2025-01-23 13:07:52,Fort Worth,31\u00baC
2025-01-23 13:10:03,Pittsburgh,21\u00baC
2025-01-23 13:10:04,Austin,22\u00baC
2025-01-23 13:10:05,Pittsburgh,32\u00baC
2025-01-23 13:10:06,Fort Worth,32\u00baC
2025-01-23 13:10:07,Austin,30\u00baC
2025-01-23 13:10:08,Columbus,24\u00baC
2025-01-23 13:10:09,Fort Worth,21\u00baC
2025-01-23 13:10:10,Pittsburgh,29\u00baC
2025-01-23 13:10:11,Pittsburgh,23\u00baC
2025-01-23 13:10:12,Fort Worth,19\u00baC
2025-01-23 13:11:10,Austin,18\u00baC
2025-01-23 13:11:11,Columbus,22\u00baC
2025-01-23 13:11:12,Columbus,28\u00baC
2025-01-23 13:11:13,Pittsburgh,24\u00baC
2025-01-23 13:11:14,Fort Worth,18\u00baC
2025-01-23 13:11:15,Columbus,29\u00baC
2025-01-23 13:11:16,Columbus,21\u00baC
2025-01-23 13:11:17,Fort Worth,32\u00baC
2025-01-23 13:11:18,Austin,31\u00baC
2025-01-23 13:11:19,Columbus,25\u00baC
2025-01-23 16:38:56,Pittsburgh,29\u00baC
2025-01-23 16:38:57,Pittsburgh,30\u00baC
2025-01-23 16:38:58,Pittsburgh,23\u00baC
2025-01-23 16:38:59,Pittsburgh,21\u00baC
2025-01-23 16:39:00,Pittsburgh,20\u00baC
2025-01-23 16:39:01,Pittsburgh,26\u00baC
2025-01-23 16:39:02,Pittsburgh,23\u00baC
2025-01-23 16:39:03,Pittsburgh,20\u00baC
2025-01-23 17:14:17,Bangalore,27\u00baC
2025-01-23 17:14:18,Hyderabad,25\u00baC
2025-01-23 17:14:19,Hyderabad,22\u00baC
2025-01-23 17:14:20,Hyderabad,28\u00baC
2025-01-23 17:14:21,Hyderabad,29\u00baC
2025-01-23 17:14:22,Bangalore,25\u00baC
2025-01-23 17:14:23,Bangalore,21\u00baC
2025-01-23 17:14:24,Bangalore,31\u00baC
2025-01-23 17:14:25,Bangalore,23\u00baC
2025-01-23 17:14:26,Bangalore,32\u00baC
2025-01-23 17:25:23,Bangalore,27\u00baC
2025-01-23 17:25:28,Hyderabad,18\u00baC
2025-01-23 17:25:33,Bangalore,25\u00baC
2025-01-23 17:25:38,Hyderabad,29\u00baC
2025-01-23 17:25:43,Bangalore,23\u00baC
2025-01-23 17:25:48,Hyderabad,26\u00baC
2025-01-23 17:25:53,Bangalore,18\u00baC
2025-01-23 17:25:58,Hyderabad,25\u00baC
2025-01-23 17:26:03,Bangalore,30\u00baC
2025-01-23 17:26:08,Bangalore,30\u00baC
2025-01-23 17:59:17,New York,30\u00baC
2025-01-23 17:59:18,New York,20\u00baC
2025-01-23 17:59:19,New York,24\u00baC
2025-01-23 17:59:20,New York,23\u00baC
2025-01-23 17:59:21,New York,32\u00baC
2025-01-23 17:59:22,New York,32\u00baC
2025-01-23 17:59:23,New York,18\u00baC
2025-01-23 17:59:24,New York,31\u00baC
2025-01-23 17:59:25,New York,28\u00baC
2025-01-23 17:59:26,New York,27\u00baC
2025-01-23 18:03:11,Delhi,32\u00baC
2025-01-23 18:03:12,Mumbai,30\u00baC
2025-01-23 18:03:13,Delhi,25\u00baC
2025-01-23 18:03:14,Mumbai,27\u00baC
2025-01-23 18:03:15,Pittsburgh,23\u00baC
2025-01-23 18:03:16,Pittsburgh,32\u00baC
2025-01-23 18:03:17,Mumbai,27\u00baC
2025-01-23 18:03:18,Mumbai,27\u00baC
2025-01-23 18:03:19,Pittsburgh,25\u00baC
2025-01-23 18:03:20,Pittsburgh,18\u00baC
2025-01-22 21:25:48,Tokyo,24\u00baC
2025-01-22 21:25:49,Pittsburgh,18\u00baC
2025-01-22 21:25:50,Pittsburgh,20\u00baC
2025-01-22 21:25:51,Tokyo,30\u00baC
2025-01-22 21:25:52,Tokyo,18\u00baC
2025-01-22 21:25:53,Doha,24\u00baC
2025-01-22 21:25:54,Pittsburgh,31\u00baC
2025-01-22 21:25:55,Doha,28\u00baC
2025-01-22 21:25:56,Doha,20\u00baC
2025-01-22 21:25:57,Doha,21\u00baC
2025-01-22 22:40:39,Taipei,29\u00baC
2025-01-22 22:40:40,Taipei,30\u00baC
2025-01-22 22:40:41,Taipei,31\u00baC
2025-01-22 22:40:42,Taipei,28\u00baC
2025-01-22 22:40:43,Taipei,29\u00baC
2025-01-22 22:40:44,Pittsburgh,25\u00baC
2025-01-22 22:40:45,Taipei,30\u00baC
2025-01-22 22:40:46,Pittsburgh,18\u00baC
2025-01-22 22:40:47,Taipei,19\u00baC
2025-01-22 22:40:48,Pittsburgh,20\u00baC
2025-01-22 22:42:04,Pittsburgh,21\u00baC
2025-01-22 22:42:05,Pittsburgh,29\u00baC
2025-01-22 22:42:06,Pittsburgh,26\u00baC
2025-01-22 22:42:07,Taipei,26\u00baC
2025-01-22 22:42:08,Pittsburgh,25\u00baC
2025-01-22 22:42:09,Taipei,28\u00baC
2025-01-22 22:42:10,Taipei,26\u00baC
2025-01-22 22:42:11,Pittsburgh,22\u00baC
2025-01-22 22:42:12,Pittsburgh,18\u00baC
2025-01-22 22:42:13,Pittsburgh,25\u00baC
2025-01-22 22:42:36,Taipei,23\u00baC
2025-01-22 22:42:37,Taipei,21\u00baC
2025-01-22 22:42:38,Taipei,24\u00baC
2025-01-22 22:42:39,Taipei,20\u00baC
2025-01-22 22:42:40,Pittsburgh,18\u00baC
2025-01-22 22:42:41,Taipei,23\u00baC
2025-01-22 22:42:42,Pittsburgh,29\u00baC
2025-01-22 22:42:43,Pittsburgh,27\u00baC
2025-01-22 22:42:44,Taipei,18\u00baC
2025-01-22 22:42:45,Taipei,28\u00baC
2025-01-22 22:46:30,Taipei,32\u00baC
2025-01-22 22:46:30,Taipei,18\u00baC
2025-01-22 22:46:30,Pittsburgh,27\u00baC
2025-01-22 22:46:30,Pittsburgh,32\u00baC
2025-01-22 22:46:30,Taipei,27\u00baC
2025-01-22 22:46:30,Pittsburgh,23\u00baC
2025-01-22 22:46:31,Taipei,32\u00baC
2025-01-22 22:46:31,Pittsburgh,32\u00baC
2025-01-22 22:46:31,Pittsburgh,30\u00baC
2025-01-22 22:46:31,Pittsburgh,29\u00baC
2025-01-22 23:00:07,Taipei,28\u00baC
2025-01-22 23:00:07,Taipei,32\u00baC
2025-01-22 23:00:07,Taipei,30\u00baC
2025-01-22 23:00:07,Pittsburgh,26\u00baC
2025-01-22 23:00:07,Taipei,24\u00baC
2025-01-22 23:00:07,Taipei,19\u00baC
2025-01-22 23:00:07,Taipei,28\u00baC
2025-01-22 23:00:08,Pittsburgh,23\u00baC
2025-01-22 23:00:08,Pittsburgh,31\u00baC
2025-01-22 23:00:08,Taipei,28\u00baC
2025-01-22 23:31:46,Miami,20\u00baC
2025-01-22 23:31:47,Miami,27\u00baC
2025-01-22 23:31:48,Los Angeles,25\u00baC
2025-01-22 23:31:49,Los Angeles,23\u00baC
2025-01-22 23:31:50,New York,30\u00baC
2025-01-22 23:31:51,Los Angeles,23\u00baC
2025-01-22 23:31:52,New York,19\u00baC
2025-01-22 23:31:53,Los Angeles,21\u00baC
2025-01-22 23:31:54,Miami,18\u00baC
2025-01-22 23:31:55,Los Angeles,28\u00baC
2025-01-23 08:25:54,Bangalore,32\u00baC
2025-01-23 08:25:55,Mumbai,22\u00baC
2025-01-23 08:25:56,Bangalore,24\u00baC
2025-01-23 08:25:57,Rome,25\u00baC
2025-01-23 08:25:58,Rome,32\u00baC
2025-01-23 08:25:59,Mumbai,19\u00baC
2025-01-23 08:26:00,Rome,29\u00baC
2025-01-23 08:26:01,Rome,25\u00baC
2025-01-23 08:26:02,San Francisco,28\u00baC
2025-01-23 08:26:03,Rome,26\u00baC
2025-01-23 08:31:15,San Francisco,25\u00baC
2025-01-23 08:31:16,San Francisco,29\u00baC
2025-01-23 08:31:17,San Francisco,30\u00baC
2025-01-23 08:31:18,Rome,22\u00baC
2025-01-23 08:31:19,Rome,31\u00baC
2025-01-23 08:31:20,Rome,24\u00baC
2025-01-23 08:31:21,San Francisco,26\u00baC
2025-01-23 08:31:22,Bangalore,32\u00baC
2025-01-23 08:31:23,Mumbai,29\u00baC
2025-01-23 08:31:24,Rome,25\u00baC
2025-01-23 10:03:17,NYC,18\u00baC
2025-01-23 10:03:18,NYC,20\u00baC
2025-01-23 10:03:19,LA,28\u00baC
2025-01-23 10:03:20,NYC,27\u00baC
2025-01-23 10:03:21,London,29\u00baC
2025-01-23 10:03:22,NYC,26\u00baC
2025-01-23 10:03:23,LA,20\u00baC
2025-01-23 10:03:24,London,19\u00baC
2025-01-23 10:03:25,Cochin,28\u00baC
2025-01-23 10:03:26,NYC,23\u00baC
2025-01-23 10:47:18,Pittsburgh,26\u00baC
2025-01-23 10:47:19,Pittsburgh,27\u00baC
2025-01-23 10:47:20,Boston,30\u00baC
2025-01-23 10:47:21,Moline,24\u00baC
2025-01-23 10:47:22,Mumbai,18\u00baC
2025-01-23 10:47:23,Boston,29\u00baC
2025-01-23 10:47:24,Chicago,19\u00baC
2025-01-23 10:47:25,Chicago,24\u00baC
2025-01-23 10:47:26,Mumbai,19\u00baC
2025-01-23 10:47:27,Mumbai,31\u00baC
2025-01-23 12:53:26,Austin,31\u00baC
2025-01-23 12:53:27,Fort Worth,19\u00baC
2025-01-23 12:53:28,Austin,27\u00baC
2025-01-23 12:53:29,Fort Worth,31\u00baC
2025-01-23 12:53:30,Columbus,18\u00baC
2025-01-23 12:53:31,Pittsburgh,23\u00baC
2025-01-23 12:53:32,Pittsburgh,30\u00baC
2025-01-23 12:53:33,Austin,30\u00baC
2025-01-23 12:53:34,Fort Worth,29\u00baC
2025-01-23 12:53:35,Pittsburgh,22\u00baC
2025-01-23 13:03:54,London,22\u00baC
2025-01-23 13:03:55,Tokyo,22\u00baC
2025-01-23 13:03:56,Pittsburgh,32\u00baC
2025-01-23 13:03:57,London,18\u00baC
2025-01-23 13:03:58,Tokyo,31\u00baC
2025-01-23 13:03:59,Bangalore,19\u00baC
2025-01-23 13:04:00,London,24\u00baC
2025-01-23 13:04:01,Pittsburgh,28\u00baC
2025-01-23 13:04:02,Tokyo,22\u00baC
2025-01-23 13:04:03,Pittsburgh,27\u00baC
2025-01-23 13:07:43,Pittsburgh,29\u00baC
2025-01-23 13:07:44,Pittsburgh,26\u00baC
2025-01-23 13:07:45,Pittsburgh,24\u00baC
2025-01-23 13:07:46,Pittsburgh,27\u00baC
2025-01-23 13:07:47,Columbus,27\u00baC
2025-01-23 13:07:48,Columbus,20\u00baC
2025-01-23 13:07:49,Austin,30\u00baC
2025-01-23 13:07:50,Columbus,29\u00baC
2025-01-23 13:07:51,Columbus,20\u00baC
2025-01-23 13:07:52,Fort Worth,31\u00baC
2025-01-23 13:10:03,Pittsburgh,21\u00baC
2025-01-23 13:10:04,Austin,22\u00baC
2025-01-23 13:10:05,Pittsburgh,32\u00baC
2025-01-23 13:10:06,Fort Worth,32\u00baC
2025-01-23 13:10:07,Austin,30\u00baC
2025-01-23 13:10:08,Columbus,24\u00baC
2025-01-23 13:10:09,Fort Worth,21\u00baC
2025-01-23 13:10:10,Pittsburgh,29\u00baC
2025-01-23 13:10:11,Pittsburgh,23\u00baC
2025-01-23 13:10:12,Fort Worth,19\u00baC
2025-01-23 13:11:10,Austin,18\u00baC
2025-01-23 13:11:11,Columbus,22\u00baC
2025-01-23 13:11:12,Columbus,28\u00baC
2025-01-23 13:11:13,Pittsburgh,24\u00baC
2025-01-23 13:11:14,Fort Worth,18\u00baC
2025-01-23 13:11:15,Columbus,29\u00baC
2025-01-23 13:11:16,Columbus,21\u00baC
2025-01-23 13:11:17,Fort Worth,32\u00baC
2025-01-23 13:11:18,Austin,31\u00baC
2025-01-23 13:11:19,Columbus,25\u00baC
2025-01-23 16:38:56,Pittsburgh,29\u00baC
2025-01-23 16:38:57,Pittsburgh,30\u00baC
2025-01-23 16:38:58,Pittsburgh,23\u00baC
2025-01-23 16:38:59,Pittsburgh,21\u00baC
2025-01-23 16:39:00,Pittsburgh,20\u00baC
2025-01-23 16:39:01,Pittsburgh,26\u00baC
2025-01-23 16:39:02,Pittsburgh,23\u00baC
2025-01-23 16:39:03,Pittsburgh,20\u00baC
2025-01-23 17:14:17,Bangalore,27\u00baC
2025-01-23 17:14:18,Hyderabad,25\u00baC
2025-01-23 17:14:19,Hyderabad,22\u00baC
2025-01-23 17:14:20,Hyderabad,28\u00baC
2025-01-23 17:14:21,Hyderabad,29\u00baC
2025-01-23 17:14:22,Bangalore,25\u00baC
2025-01-23 17:14:23,Bangalore,21\u00baC
2025-01-23 17:14:24,Bangalore,31\u00baC
2025-01-23 17:14:25,Bangalore,23\u00baC
2025-01-23 17:14:26,Bangalore,32\u00baC
2025-01-23 17:25:23,Bangalore,27\u00baC
2025-01-23 17:25:28,Hyderabad,18\u00baC
2025-01-23 17:25:33,Bangalore,25\u00baC
2025-01-23 17:25:38,Hyderabad,29\u00baC
2025-01-23 17:25:43,Bangalore,23\u00baC
2025-01-23 17:25:48,Hyderabad,26\u00baC
2025-01-23 17:25:53,Bangalore,18\u00baC
2025-01-23 17:25:58,Hyderabad,25\u00baC
2025-01-23 17:26:03,Bangalore,30\u00baC
2025-01-23 17:26:08,Bangalore,30\u00baC
2025-01-23 17:59:17,New York,30\u00baC
2025-01-23 17:59:18,New York,20\u00baC
2025-01-23 17:59:19,New York,24\u00baC
2025-01-23 17:59:20,New York,23\u00baC
2025-01-23 17:59:21,New York,32\u00baC
2025-01-23 17:59:22,New York,32\u00baC
2025-01-23 17:59:23,New York,18\u00baC
2025-01-23 17:59:24,New York,31\u00baC
2025-01-23 17:59:25,New York,28\u00baC
2025-01-23 17:59:26,New York,27\u00baC
2025-01-23 18:03:11,Delhi,32\u00baC
2025-01-23 18:03:12,Mumbai,30\u00baC
2025-01-23 18:03:13,Delhi,25\u00baC
2025-01-23 18:03:14,Mumbai,27\u00baC
2025-01-23 18:03:15,Pittsburgh,23\u00baC
2025-01-23 18:03:16,Pittsburgh,32\u00baC
2025-01-23 18:03:17,Mumbai,27\u00baC
2025-01-23 18:03:18,Mumbai,27\u00baC
2025-01-23 18:03:19,Pittsburgh,25\u00baC
2025-01-23 18:03:20,Pittsburgh,18\u00baC
2025-01-22 21:25:48,Tokyo,24\u00baC
2025-01-22 21:25:49,Pittsburgh,18\u00baC
2025-01-22 21:25:50,Pittsburgh,20\u00baC
2025-01-22 21:25:51,Tokyo,30\u00baC
2025-01-22 21:25:52,Tokyo,18\u00baC
2025-01-22 21:25:53,Doha,24\u00baC
2025-01-22 21:25:54,Pittsburgh,31\u00baC
2025-01-22 21:25:55,Doha,28\u00baC
2025-01-22 21:25:56,Doha,20\u00baC
2025-01-22 21:25:57,Doha,21\u00baC
2025-01-22 22:40:39,Taipei,29\u00baC
2025-01-22 22:40:40,Taipei,30\u00baC
2025-01-22 22:40:41,Taipei,31\u00baC
2025-01-22 22:40:42,Taipei,28\u00baC
2025-01-22 22:40:43,Taipei,29\u00baC
2025-01-22 22:40:44,Pittsburgh,25\u00baC
2025-01-22 22:40:45,Taipei,30\u00baC
2025-01-22 22:40:46,Pittsburgh,18\u00baC
2025-01-22 22:40:47,Taipei,19\u00baC
2025-01-22 22:40:48,Pittsburgh,20\u00baC
2025-01-22 22:42:04,Pittsburgh,21\u00baC
2025-01-22 22:42:05,Pittsburgh,29\u00baC
2025-01-22 22:42:06,Pittsburgh,26\u00baC
2025-01-22 22:42:07,Taipei,26\u00baC
2025-01-22 22:42:08,Pittsburgh,25\u00baC
2025-01-22 22:42:09,Taipei,28\u00baC
2025-01-22 22:42:10,Taipei,26\u00baC
2025-01-22 22:42:11,Pittsburgh,22\u00baC
2025-01-22 22:42:12,Pittsburgh,18\u00baC
2025-01-22 22:42:13,Pittsburgh,25\u00baC
2025-01-22 22:42:36,Taipei,23\u00baC
2025-01-22 22:42:37,Taipei,21\u00baC
2025-01-22 22:42:38,Taipei,24\u00baC
2025-01-22 22:42:39,Taipei,20\u00baC
2025-01-22 22:42:40,Pittsburgh,18\u00baC
2025-01-22 22:42:41,Taipei,23\u00baC
2025-01-22 22:42:42,Pittsburgh,29\u00baC
2025-01-22 22:42:43,Pittsburgh,27\u00baC
2025-01-22 22:42:44,Taipei,18\u00baC
2025-01-22 22:42:45,Taipei,28\u00baC
2025-01-22 22:46:30,Taipei,32\u00baC
2025-01-22 22:46:30,Taipei,18\u00baC
2025-01-22 22:46:30,Pittsburgh,27\u00baC
2025-01-22 22:46:30,Pittsburgh,32\u00baC
2025-01-22 22:46:30,Taipei,27\u00baC
2025-01-22 22:46:30,Pittsburgh,23\u00baC
2025-01-22 22:46:31,Taipei,32\u00baC
2025-01-22 22:46:31,Pittsburgh,32\u00baC
2025-01-22 22:46:31,Pittsburgh,30\u00baC
2025-01-22 22:46:31,Pittsburgh,29\u00baC
2025-01-22 23:00:07,Taipei,28\u00baC
2025-01-22 23:00:07,Taipei,32\u00baC
2025-01-22 23:00:07,Taipei,30\u00baC
2025-01-22 23:00:07,Pittsburgh,26\u00baC
2025-01-22 23:00:07,Taipei,24\u00baC
2025-01-22 23:00:07,Taipei,19\u00baC
2025-01-22 23:00:07,Taipei,28\u00baC
2025-01-22 23:00:08,Pittsburgh,23\u00baC
2025-01-22 23:00:08,Pittsburgh,31\u00baC
2025-01-22 23:00:08,Taipei,28\u00baC
2025-01-22 23:31:46,Miami,20\u00baC
2025-01-22 23:31:47,Miami,27\u00baC
2025-01-22 23:31:48,Los Angeles,25\u00baC
2025-01-22 23:31:49,Los Angeles,23\u00baC
2025-01-22 23:31:50,New York,30\u00baC
2025-01-22 23:31:51,Los Angeles,23\u00baC
2025-01-22 23:31:52,New York,19\u00baC
2025-01-22 23:31:53,Los Angeles,21\u00baC
2025-01-22 23:31:54,Miami,18\u00baC
2025-01-22 23:31:55,Los Angeles,28\u00baC
2025-01-23 08:25:54,Bangalore,32\u00baC
2025-01-23 08:25:55,Mumbai,22\u00baC
2025-01-23 08:25:56,Bangalore,24\u00baC
2025-01-23 08:25:57,Rome,25\u00baC
2025-01-23 08:25:58,Rome,32\u00baC
2025-01-23 08:25:59,Mumbai,19\u00baC
2025-01-23 08:26:00,Rome,29\u00baC
2025-01-23 08:26:01,Rome,25\u00baC
2025-01-23 08:26:02,San Francisco,28\u00baC
2025-01-23 08:26:03,Rome,26\u00baC
2025-01-23 08:31:15,San Francisco,25\u00baC
2025-01-23 08:31:16,San Francisco,29\u00baC
2025-01-23 08:31:17,San Francisco,30\u00baC
2025-01-23 08:31:18,Rome,22\u00baC
2025-01-23 08:31:19,Rome,31\u00baC
2025-01-23 08:31:20,Rome,24\u00baC
2025-01-23 08:31:21,San Francisco,26\u00baC
2025-01-23 08:31:22,Bangalore,32\u00baC
2025-01-23 08:31:23,Mumbai,29\u00baC
2025-01-23 08:31:24,Rome,25\u00baC
2025-01-23 10:03:17,NYC,18\u00baC
2025-01-23 10:03:18,NYC,20\u00baC
2025-01-23 10:03:19,LA,28\u00baC
2025-01-23 10:03:20,NYC,27\u00baC
2025-01-23 10:03:21,London,29\u00baC
2025-01-23 10:03:22,NYC,26\u00baC
2025-01-23 10:03:23,LA,20\u00baC
2025-01-23 10:03:24,London,19\u00baC
2025-01-23 10:03:25,Cochin,28\u00baC
2025-01-23 10:03:26,NYC,23\u00baC
2025-01-23 10:47:18,Pittsburgh,26\u00baC
2025-01-23 10:47:19,Pittsburgh,27\u00baC
2025-01-23 10:47:20,Boston,30\u00baC
2025-01-23 10:47:21,Moline,24\u00baC
2025-01-23 10:47:22,Mumbai,18\u00baC
2025-01-23 10:47:23,Boston,29\u00baC
2025-01-23 10:47:24,Chicago,19\u00baC
2025-01-23 10:47:25,Chicago,24\u00baC
2025-01-23 10:47:26,Mumbai,19\u00baC
2025-01-23 10:47:27,Mumbai,31\u00baC
2025-01-23 12:53:26,Austin,31\u00baC
2025-01-23 12:53:27,Fort Worth,19\u00baC
2025-01-23 12:53:28,Austin,27\u00baC
2025-01-23 12:53:29,Fort Worth,31\u00baC
2025-01-23 12:53:30,Columbus,18\u00baC
2025-01-23 12:53:31,Pittsburgh,23\u00baC
2025-01-23 12:53:32,Pittsburgh,30\u00baC
2025-01-23 12:53:33,Austin,30\u00baC
2025-01-23 12:53:34,Fort Worth,29\u00baC
2025-01-23 12:53:35,Pittsburgh,22\u00baC
2025-01-23 13:03:54,London,22\u00baC
2025-01-23 13:03:55,Tokyo,22\u00baC
2025-01-23 13:03:56,Pittsburgh,32\u00baC
2025-01-23 13:03:57,London,18\u00baC
2025-01-23 13:03:58,Tokyo,31\u00baC
2025-01-23 13:03:59,Bangalore,19\u00baC
2025-01-23 13:04:00,London,24\u00baC
